month;mort_pad_att;UF;capital;regiao
2010 Aug;1,07;MA;Sao Luis;Nordeste
2010 Sep;2,09;MA;Sao Luis;Nordeste
2010 Oct;1,71;MA;Sao Luis;Nordeste
2010 Nov;1,4;MA;Sao Luis;Nordeste
2010 Dec;1,29;MA;Sao Luis;Nordeste
2011 Jan;1,53;MA;Sao Luis;Nordeste
2011 Feb;1,18;MA;Sao Luis;Nordeste
2011 Mar;0,93;MA;Sao Luis;Nordeste
2011 Apr;0,63;MA;Sao Luis;Nordeste
2011 May;2,46;MA;Sao Luis;Nordeste
2011 Jun;1,79;MA;Sao Luis;Nordeste
2011 Jul;1,13;MA;Sao Luis;Nordeste
2011 Aug;2,09;MA;Sao Luis;Nordeste
2011 Sep;0,91;MA;Sao Luis;Nordeste
2011 Oct;1,66;MA;Sao Luis;Nordeste
2011 Nov;1,59;MA;Sao Luis;Nordeste
2011 Dec;1,39;MA;Sao Luis;Nordeste
2012 Jan;1,3;MA;Sao Luis;Nordeste
2012 Feb;1,04;MA;Sao Luis;Nordeste
2012 Mar;1,24;MA;Sao Luis;Nordeste
2012 Apr;2,03;MA;Sao Luis;Nordeste
2012 May;1,1;MA;Sao Luis;Nordeste
2012 Jun;1,24;MA;Sao Luis;Nordeste
2012 Jul;1,7;MA;Sao Luis;Nordeste
2012 Aug;1,49;MA;Sao Luis;Nordeste
2012 Sep;1,16;MA;Sao Luis;Nordeste
2012 Oct;1,44;MA;Sao Luis;Nordeste
2012 Nov;0,94;MA;Sao Luis;Nordeste
2012 Dec;1,87;MA;Sao Luis;Nordeste
2013 Jan;1,3;MA;Sao Luis;Nordeste
2013 Feb;0,81;MA;Sao Luis;Nordeste
2013 Mar;1,72;MA;Sao Luis;Nordeste
2013 Apr;0,62;MA;Sao Luis;Nordeste
2013 May;1,13;MA;Sao Luis;Nordeste
2013 Jun;1,25;MA;Sao Luis;Nordeste
2013 Jul;1,24;MA;Sao Luis;Nordeste
2013 Aug;1,24;MA;Sao Luis;Nordeste
2013 Sep;1,38;MA;Sao Luis;Nordeste
2013 Oct;1,2;MA;Sao Luis;Nordeste
2013 Nov;1,78;MA;Sao Luis;Nordeste
2013 Dec;0,87;MA;Sao Luis;Nordeste
2014 Jan;0,96;MA;Sao Luis;Nordeste
2014 Feb;1,66;MA;Sao Luis;Nordeste
2014 Mar;0,63;MA;Sao Luis;Nordeste
2014 Apr;1,63;MA;Sao Luis;Nordeste
2014 May;1,52;MA;Sao Luis;Nordeste
2014 Jun;0,56;MA;Sao Luis;Nordeste
2014 Jul;1,35;MA;Sao Luis;Nordeste
2014 Aug;1,19;MA;Sao Luis;Nordeste
2014 Sep;2,15;MA;Sao Luis;Nordeste
2014 Oct;1,17;MA;Sao Luis;Nordeste
2014 Nov;0,81;MA;Sao Luis;Nordeste
2014 Dec;0,98;MA;Sao Luis;Nordeste
2015 Jan;1,21;MA;Sao Luis;Nordeste
2015 Feb;0,82;MA;Sao Luis;Nordeste
2015 Mar;1,03;MA;Sao Luis;Nordeste
2015 Apr;0,99;MA;Sao Luis;Nordeste
2015 May;0,78;MA;Sao Luis;Nordeste
2015 Jun;1;MA;Sao Luis;Nordeste
2015 Jul;1,09;MA;Sao Luis;Nordeste
2015 Aug;0,65;MA;Sao Luis;Nordeste
2015 Sep;1,05;MA;Sao Luis;Nordeste
2015 Oct;1,35;MA;Sao Luis;Nordeste
2015 Nov;1,25;MA;Sao Luis;Nordeste
2015 Dec;1,1;MA;Sao Luis;Nordeste
2016 Jan;0,86;MA;Sao Luis;Nordeste
2016 Feb;1,01;MA;Sao Luis;Nordeste
2016 Mar;1;MA;Sao Luis;Nordeste
2016 Apr;0,66;MA;Sao Luis;Nordeste
2016 May;0,73;MA;Sao Luis;Nordeste
2016 Jun;1,05;MA;Sao Luis;Nordeste
2016 Jul;1,12;MA;Sao Luis;Nordeste
2016 Aug;0,98;MA;Sao Luis;Nordeste
2016 Sep;1,03;MA;Sao Luis;Nordeste
2016 Oct;1,21;MA;Sao Luis;Nordeste
2016 Nov;0,9;MA;Sao Luis;Nordeste
2016 Dec;1,09;MA;Sao Luis;Nordeste
2017 Jan;1,08;MA;Sao Luis;Nordeste
2017 Feb;0,79;MA;Sao Luis;Nordeste
2017 Mar;0,46;MA;Sao Luis;Nordeste
2017 Apr;0,8;MA;Sao Luis;Nordeste
2017 May;0,52;MA;Sao Luis;Nordeste
2017 Jun;1,25;MA;Sao Luis;Nordeste
2017 Jul;0,97;MA;Sao Luis;Nordeste
2017 Aug;0,73;MA;Sao Luis;Nordeste
2017 Sep;1,55;MA;Sao Luis;Nordeste
2017 Oct;1,06;MA;Sao Luis;Nordeste
2017 Nov;0,53;MA;Sao Luis;Nordeste
2017 Dec;0,83;MA;Sao Luis;Nordeste
2018 Jan;0,35;MA;Sao Luis;Nordeste
2018 Feb;0,96;MA;Sao Luis;Nordeste
2018 Mar;0,63;MA;Sao Luis;Nordeste
2018 Apr;0,98;MA;Sao Luis;Nordeste
2018 May;0,71;MA;Sao Luis;Nordeste
2018 Jun;0,99;MA;Sao Luis;Nordeste
2018 Jul;0,43;MA;Sao Luis;Nordeste
2018 Aug;0,8;MA;Sao Luis;Nordeste
2018 Sep;0,7;MA;Sao Luis;Nordeste
2018 Oct;0,77;MA;Sao Luis;Nordeste
2018 Nov;0,95;MA;Sao Luis;Nordeste
2018 Dec;0,55;MA;Sao Luis;Nordeste
2019 Jan;1,58;MA;Sao Luis;Nordeste
2019 Feb;0,54;MA;Sao Luis;Nordeste
2019 Mar;1,07;MA;Sao Luis;Nordeste
2019 Apr;0,63;MA;Sao Luis;Nordeste
2019 May;0,34;MA;Sao Luis;Nordeste
2019 Jun;0,35;MA;Sao Luis;Nordeste
2019 Jul;1,37;MA;Sao Luis;Nordeste
2019 Aug;0,77;MA;Sao Luis;Nordeste
2019 Sep;1,07;MA;Sao Luis;Nordeste
2019 Oct;0,91;MA;Sao Luis;Nordeste
2019 Nov;1,03;MA;Sao Luis;Nordeste
2019 Dec;0,87;MA;Sao Luis;Nordeste
2020 Jan;0,43;MA;Sao Luis;Nordeste
2020 Feb;0,97;MA;Sao Luis;Nordeste
2020 Mar;0,95;MA;Sao Luis;Nordeste
2020 Apr;0,6;MA;Sao Luis;Nordeste
2020 May;0,85;MA;Sao Luis;Nordeste
2020 Jun;0,62;MA;Sao Luis;Nordeste
2020 Jul;0,59;MA;Sao Luis;Nordeste
2020 Aug;0,7;MA;Sao Luis;Nordeste
2020 Sep;0,85;MA;Sao Luis;Nordeste
2020 Oct;0,8;MA;Sao Luis;Nordeste
2020 Nov;1,11;MA;Sao Luis;Nordeste
2020 Dec;1,2;MA;Sao Luis;Nordeste
2000 Jan;1,91;PI;Teresina;Nordeste
2000 Feb;3;PI;Teresina;Nordeste
2000 Mar;2,27;PI;Teresina;Nordeste
2000 Apr;2,1;PI;Teresina;Nordeste
2000 May;2,48;PI;Teresina;Nordeste
2000 Jun;1,45;PI;Teresina;Nordeste
2000 Jul;1,04;PI;Teresina;Nordeste
2000 Aug;1,47;PI;Teresina;Nordeste
2000 Sep;2,02;PI;Teresina;Nordeste
2000 Oct;1,38;PI;Teresina;Nordeste
2000 Nov;2,97;PI;Teresina;Nordeste
2000 Dec;1,49;PI;Teresina;Nordeste
2001 Jan;1,87;PI;Teresina;Nordeste
2001 Feb;1,61;PI;Teresina;Nordeste
2001 Mar;2,23;PI;Teresina;Nordeste
2001 Apr;1,85;PI;Teresina;Nordeste
2001 May;2,53;PI;Teresina;Nordeste
2001 Jun;1,4;PI;Teresina;Nordeste
2001 Jul;2,78;PI;Teresina;Nordeste
2001 Aug;1,35;PI;Teresina;Nordeste
2001 Sep;3,31;PI;Teresina;Nordeste
2001 Oct;2,06;PI;Teresina;Nordeste
2001 Nov;1,13;PI;Teresina;Nordeste
2001 Dec;1,97;PI;Teresina;Nordeste
2002 Jan;2,07;PI;Teresina;Nordeste
2002 Feb;2,14;PI;Teresina;Nordeste
2002 Mar;1,37;PI;Teresina;Nordeste
2002 Apr;1,65;PI;Teresina;Nordeste
2002 May;1,42;PI;Teresina;Nordeste
2002 Jun;3,01;PI;Teresina;Nordeste
2002 Jul;2,52;PI;Teresina;Nordeste
2002 Aug;3,08;PI;Teresina;Nordeste
2002 Sep;2,61;PI;Teresina;Nordeste
2002 Oct;2,42;PI;Teresina;Nordeste
2002 Nov;2,51;PI;Teresina;Nordeste
2002 Dec;3,42;PI;Teresina;Nordeste
2003 Jan;1,27;PI;Teresina;Nordeste
2003 Feb;1,97;PI;Teresina;Nordeste
2003 Mar;2,21;PI;Teresina;Nordeste
2003 Apr;1,35;PI;Teresina;Nordeste
2003 May;2,31;PI;Teresina;Nordeste
2003 Jun;2,13;PI;Teresina;Nordeste
2003 Jul;3,19;PI;Teresina;Nordeste
2003 Aug;2,36;PI;Teresina;Nordeste
2003 Sep;1,89;PI;Teresina;Nordeste
2003 Oct;1,43;PI;Teresina;Nordeste
2003 Nov;2,19;PI;Teresina;Nordeste
2003 Dec;2,66;PI;Teresina;Nordeste
2004 Jan;1,32;PI;Teresina;Nordeste
2004 Feb;1,63;PI;Teresina;Nordeste
2004 Mar;2,01;PI;Teresina;Nordeste
2004 Apr;1,63;PI;Teresina;Nordeste
2004 May;1,81;PI;Teresina;Nordeste
2004 Jun;1,78;PI;Teresina;Nordeste
2004 Jul;1,44;PI;Teresina;Nordeste
2004 Aug;2,13;PI;Teresina;Nordeste
2004 Sep;1,93;PI;Teresina;Nordeste
2004 Oct;1,61;PI;Teresina;Nordeste
2004 Nov;1,39;PI;Teresina;Nordeste
2004 Dec;3,14;PI;Teresina;Nordeste
2005 Jan;2,82;PI;Teresina;Nordeste
2005 Feb;1,49;PI;Teresina;Nordeste
2005 Mar;2,21;PI;Teresina;Nordeste
2005 Apr;1,85;PI;Teresina;Nordeste
2005 May;1,95;PI;Teresina;Nordeste
2005 Jun;1,38;PI;Teresina;Nordeste
2005 Jul;2,2;PI;Teresina;Nordeste
2005 Aug;2,96;PI;Teresina;Nordeste
2005 Sep;1,53;PI;Teresina;Nordeste
2005 Oct;2,25;PI;Teresina;Nordeste
2005 Nov;1,89;PI;Teresina;Nordeste
2005 Dec;1,72;PI;Teresina;Nordeste
2006 Jan;1,94;PI;Teresina;Nordeste
2006 Feb;1,6;PI;Teresina;Nordeste
2006 Mar;1,37;PI;Teresina;Nordeste
2006 Apr;1,94;PI;Teresina;Nordeste
2006 May;1,88;PI;Teresina;Nordeste
2006 Jun;1,73;PI;Teresina;Nordeste
2006 Jul;1,85;PI;Teresina;Nordeste
2006 Aug;2,22;PI;Teresina;Nordeste
2006 Sep;2,87;PI;Teresina;Nordeste
2006 Oct;1,74;PI;Teresina;Nordeste
2006 Nov;2,36;PI;Teresina;Nordeste
2006 Dec;3,09;PI;Teresina;Nordeste
2007 Jan;1,65;PI;Teresina;Nordeste
2007 Feb;0,95;PI;Teresina;Nordeste
2007 Mar;2,21;PI;Teresina;Nordeste
2007 Apr;2,33;PI;Teresina;Nordeste
2007 May;2,22;PI;Teresina;Nordeste
2007 Jun;1,73;PI;Teresina;Nordeste
2007 Jul;1,76;PI;Teresina;Nordeste
2007 Aug;1,77;PI;Teresina;Nordeste
2007 Sep;1,76;PI;Teresina;Nordeste
2007 Oct;2,8;PI;Teresina;Nordeste
2007 Nov;0,98;PI;Teresina;Nordeste
2007 Dec;2,76;PI;Teresina;Nordeste
2008 Jan;2,41;PI;Teresina;Nordeste
2008 Feb;2,74;PI;Teresina;Nordeste
2008 Mar;2,17;PI;Teresina;Nordeste
2008 Apr;2,14;PI;Teresina;Nordeste
2008 May;1,45;PI;Teresina;Nordeste
2008 Jun;1,67;PI;Teresina;Nordeste
2008 Jul;2,72;PI;Teresina;Nordeste
2008 Aug;1,7;PI;Teresina;Nordeste
2008 Sep;1,77;PI;Teresina;Nordeste
2008 Oct;1,82;PI;Teresina;Nordeste
2008 Nov;1,48;PI;Teresina;Nordeste
2008 Dec;1,58;PI;Teresina;Nordeste
2009 Jan;2,4;PI;Teresina;Nordeste
2009 Feb;2,29;PI;Teresina;Nordeste
2009 Mar;1,25;PI;Teresina;Nordeste
2009 Apr;0,87;PI;Teresina;Nordeste
2009 May;2,57;PI;Teresina;Nordeste
2009 Jun;1,43;PI;Teresina;Nordeste
2009 Jul;2,74;PI;Teresina;Nordeste
2009 Aug;1,98;PI;Teresina;Nordeste
2009 Sep;2,03;PI;Teresina;Nordeste
2009 Oct;1,66;PI;Teresina;Nordeste
2009 Nov;1,85;PI;Teresina;Nordeste
2009 Dec;2,4;PI;Teresina;Nordeste
2010 Jan;2,74;PI;Teresina;Nordeste
2010 Feb;1,79;PI;Teresina;Nordeste
2010 Mar;1,77;PI;Teresina;Nordeste
2010 Apr;2,57;PI;Teresina;Nordeste
2010 May;2,63;PI;Teresina;Nordeste
2010 Jun;1,84;PI;Teresina;Nordeste
2010 Jul;2,69;PI;Teresina;Nordeste
2010 Aug;3,42;PI;Teresina;Nordeste
2010 Sep;2,76;PI;Teresina;Nordeste
2010 Oct;2,79;PI;Teresina;Nordeste
2010 Nov;2,68;PI;Teresina;Nordeste
2010 Dec;3,61;PI;Teresina;Nordeste
2011 Jan;2,02;PI;Teresina;Nordeste
2011 Feb;1,49;PI;Teresina;Nordeste
2011 Mar;2,37;PI;Teresina;Nordeste
2011 Apr;2,1;PI;Teresina;Nordeste
2011 May;3,87;PI;Teresina;Nordeste
2011 Jun;2,16;PI;Teresina;Nordeste
2011 Jul;3,64;PI;Teresina;Nordeste
2011 Aug;2,42;PI;Teresina;Nordeste
2011 Sep;2,22;PI;Teresina;Nordeste
2011 Oct;1,89;PI;Teresina;Nordeste
2011 Nov;1,82;PI;Teresina;Nordeste
2011 Dec;3,12;PI;Teresina;Nordeste
2012 Jan;1,62;PI;Teresina;Nordeste
2012 Feb;2,35;PI;Teresina;Nordeste
2012 Mar;2,01;PI;Teresina;Nordeste
2012 Apr;2,35;PI;Teresina;Nordeste
2012 May;2,33;PI;Teresina;Nordeste
2012 Jun;1,42;PI;Teresina;Nordeste
2012 Jul;2,01;PI;Teresina;Nordeste
2012 Aug;2,28;PI;Teresina;Nordeste
2012 Sep;2,49;PI;Teresina;Nordeste
2012 Oct;1,7;PI;Teresina;Nordeste
2012 Nov;3,31;PI;Teresina;Nordeste
2012 Dec;2,9;PI;Teresina;Nordeste
2013 Jan;1,75;PI;Teresina;Nordeste
2013 Feb;1,67;PI;Teresina;Nordeste
2013 Mar;1,16;PI;Teresina;Nordeste
2013 Apr;2,08;PI;Teresina;Nordeste
2013 May;2,73;PI;Teresina;Nordeste
2013 Jun;2,36;PI;Teresina;Nordeste
2013 Jul;2,26;PI;Teresina;Nordeste
2013 Aug;1,77;PI;Teresina;Nordeste
2013 Sep;1,92;PI;Teresina;Nordeste
2013 Oct;1,9;PI;Teresina;Nordeste
2013 Nov;2,68;PI;Teresina;Nordeste
2013 Dec;3,06;PI;Teresina;Nordeste
2014 Jan;2,13;PI;Teresina;Nordeste
2014 Feb;1,84;PI;Teresina;Nordeste
2014 Mar;2,42;PI;Teresina;Nordeste
2014 Apr;1,49;PI;Teresina;Nordeste
2014 May;2,61;PI;Teresina;Nordeste
2014 Jun;3,39;PI;Teresina;Nordeste
2014 Jul;1,74;PI;Teresina;Nordeste
2014 Aug;1,95;PI;Teresina;Nordeste
2014 Sep;2,59;PI;Teresina;Nordeste
2014 Oct;1,18;PI;Teresina;Nordeste
2014 Nov;2,63;PI;Teresina;Nordeste
2014 Dec;2,34;PI;Teresina;Nordeste
2015 Jan;1,41;PI;Teresina;Nordeste
2015 Feb;1,71;PI;Teresina;Nordeste
2015 Mar;1,49;PI;Teresina;Nordeste
2015 Apr;1,48;PI;Teresina;Nordeste
2015 May;2,69;PI;Teresina;Nordeste
2015 Jun;2,23;PI;Teresina;Nordeste
2015 Jul;1,99;PI;Teresina;Nordeste
2015 Aug;2,47;PI;Teresina;Nordeste
2015 Sep;2,32;PI;Teresina;Nordeste
2015 Oct;3,31;PI;Teresina;Nordeste
2015 Nov;2,26;PI;Teresina;Nordeste
2015 Dec;2,42;PI;Teresina;Nordeste
2016 Jan;1,7;PI;Teresina;Nordeste
2016 Feb;1,72;PI;Teresina;Nordeste
2016 Mar;1,8;PI;Teresina;Nordeste
2016 Apr;2,78;PI;Teresina;Nordeste
2016 May;2,65;PI;Teresina;Nordeste
2016 Jun;2,03;PI;Teresina;Nordeste
2016 Jul;1,61;PI;Teresina;Nordeste
2016 Aug;2,18;PI;Teresina;Nordeste
2016 Sep;1,62;PI;Teresina;Nordeste
2016 Oct;1,59;PI;Teresina;Nordeste
2016 Nov;1,6;PI;Teresina;Nordeste
2016 Dec;1,57;PI;Teresina;Nordeste
2017 Jan;1,86;PI;Teresina;Nordeste
2017 Feb;1,49;PI;Teresina;Nordeste
2017 Mar;2,04;PI;Teresina;Nordeste
2017 Apr;1,59;PI;Teresina;Nordeste
2017 May;2,84;PI;Teresina;Nordeste
2017 Jun;1,69;PI;Teresina;Nordeste
2017 Jul;2,45;PI;Teresina;Nordeste
2017 Aug;1,93;PI;Teresina;Nordeste
2017 Sep;1,02;PI;Teresina;Nordeste
2017 Oct;1,8;PI;Teresina;Nordeste
2017 Nov;1,49;PI;Teresina;Nordeste
2017 Dec;2,13;PI;Teresina;Nordeste
2018 Jan;2,94;PI;Teresina;Nordeste
2018 Feb;1,46;PI;Teresina;Nordeste
2018 Mar;1,68;PI;Teresina;Nordeste
2018 Apr;2,48;PI;Teresina;Nordeste
2018 May;0,89;PI;Teresina;Nordeste
2018 Jun;1,34;PI;Teresina;Nordeste
2018 Jul;1,79;PI;Teresina;Nordeste
2018 Aug;1,91;PI;Teresina;Nordeste
2018 Sep;2,25;PI;Teresina;Nordeste
2018 Oct;2,25;PI;Teresina;Nordeste
2018 Nov;1,78;PI;Teresina;Nordeste
2018 Dec;1,56;PI;Teresina;Nordeste
2019 Jan;1,25;PI;Teresina;Nordeste
2019 Feb;1,34;PI;Teresina;Nordeste
2019 Mar;2,12;PI;Teresina;Nordeste
2019 Apr;1,12;PI;Teresina;Nordeste
2019 May;2,33;PI;Teresina;Nordeste
2019 Jun;1,35;PI;Teresina;Nordeste
2019 Jul;1,23;PI;Teresina;Nordeste
2019 Aug;1,23;PI;Teresina;Nordeste
2019 Sep;1,99;PI;Teresina;Nordeste
2019 Oct;0,89;PI;Teresina;Nordeste
2019 Nov;2,23;PI;Teresina;Nordeste
2019 Dec;2,13;PI;Teresina;Nordeste
2020 Jan;1,7;PI;Teresina;Nordeste
2020 Feb;1,86;PI;Teresina;Nordeste
2020 Mar;1,46;PI;Teresina;Nordeste
2020 Apr;0,56;PI;Teresina;Nordeste
2020 May;2,14;PI;Teresina;Nordeste
2020 Jun;0,45;PI;Teresina;Nordeste
2020 Jul;0,65;PI;Teresina;Nordeste
2020 Aug;1,65;PI;Teresina;Nordeste
2020 Sep;2,39;PI;Teresina;Nordeste
2020 Oct;1,42;PI;Teresina;Nordeste
2020 Nov;1,89;PI;Teresina;Nordeste
2020 Dec;1,8;PI;Teresina;Nordeste
2000 Jan;1,25;CE;Fortaleza;Nordeste
2000 Feb;1,01;CE;Fortaleza;Nordeste
2000 Mar;1,57;CE;Fortaleza;Nordeste
2000 Apr;1,12;CE;Fortaleza;Nordeste
2000 May;1,39;CE;Fortaleza;Nordeste
2000 Jun;1,38;CE;Fortaleza;Nordeste
2000 Jul;1,54;CE;Fortaleza;Nordeste
2000 Aug;1,7;CE;Fortaleza;Nordeste
2000 Sep;1,56;CE;Fortaleza;Nordeste
2000 Oct;1,7;CE;Fortaleza;Nordeste
2000 Nov;1,11;CE;Fortaleza;Nordeste
2000 Dec;1,23;CE;Fortaleza;Nordeste
2001 Jan;2,05;CE;Fortaleza;Nordeste
2001 Feb;1,97;CE;Fortaleza;Nordeste
2001 Mar;1,4;CE;Fortaleza;Nordeste
2001 Apr;1,4;CE;Fortaleza;Nordeste
2001 May;1,17;CE;Fortaleza;Nordeste
2001 Jun;1,76;CE;Fortaleza;Nordeste
2001 Jul;1,4;CE;Fortaleza;Nordeste
2001 Aug;1,65;CE;Fortaleza;Nordeste
2001 Sep;1,53;CE;Fortaleza;Nordeste
2001 Oct;1,05;CE;Fortaleza;Nordeste
2001 Nov;1,5;CE;Fortaleza;Nordeste
2001 Dec;1,84;CE;Fortaleza;Nordeste
2002 Jan;1,74;CE;Fortaleza;Nordeste
2002 Feb;1,66;CE;Fortaleza;Nordeste
2002 Mar;1,99;CE;Fortaleza;Nordeste
2002 Apr;1,6;CE;Fortaleza;Nordeste
2002 May;1,49;CE;Fortaleza;Nordeste
2002 Jun;2,25;CE;Fortaleza;Nordeste
2002 Jul;2,02;CE;Fortaleza;Nordeste
2002 Aug;2,01;CE;Fortaleza;Nordeste
2002 Sep;2,18;CE;Fortaleza;Nordeste
2002 Oct;2,14;CE;Fortaleza;Nordeste
2002 Nov;2,27;CE;Fortaleza;Nordeste
2002 Dec;2;CE;Fortaleza;Nordeste
2003 Jan;1,56;CE;Fortaleza;Nordeste
2003 Feb;0,94;CE;Fortaleza;Nordeste
2003 Mar;1,83;CE;Fortaleza;Nordeste
2003 Apr;1,79;CE;Fortaleza;Nordeste
2003 May;2,14;CE;Fortaleza;Nordeste
2003 Jun;2,39;CE;Fortaleza;Nordeste
2003 Jul;2,61;CE;Fortaleza;Nordeste
2003 Aug;1,15;CE;Fortaleza;Nordeste
2003 Sep;1,88;CE;Fortaleza;Nordeste
2003 Oct;1,92;CE;Fortaleza;Nordeste
2003 Nov;1,82;CE;Fortaleza;Nordeste
2003 Dec;1,59;CE;Fortaleza;Nordeste
2004 Jan;1,5;CE;Fortaleza;Nordeste
2004 Feb;1,4;CE;Fortaleza;Nordeste
2004 Mar;1,13;CE;Fortaleza;Nordeste
2004 Apr;2,02;CE;Fortaleza;Nordeste
2004 May;1,76;CE;Fortaleza;Nordeste
2004 Jun;1,24;CE;Fortaleza;Nordeste
2004 Jul;2;CE;Fortaleza;Nordeste
2004 Aug;1,46;CE;Fortaleza;Nordeste
2004 Sep;1,59;CE;Fortaleza;Nordeste
2004 Oct;1,9;CE;Fortaleza;Nordeste
2004 Nov;2,19;CE;Fortaleza;Nordeste
2004 Dec;2,32;CE;Fortaleza;Nordeste
2005 Jan;1,81;CE;Fortaleza;Nordeste
2005 Feb;2,34;CE;Fortaleza;Nordeste
2005 Mar;1,91;CE;Fortaleza;Nordeste
2005 Apr;1,81;CE;Fortaleza;Nordeste
2005 May;1,69;CE;Fortaleza;Nordeste
2005 Jun;2,35;CE;Fortaleza;Nordeste
2005 Jul;2,12;CE;Fortaleza;Nordeste
2005 Aug;1,85;CE;Fortaleza;Nordeste
2005 Sep;1,2;CE;Fortaleza;Nordeste
2005 Oct;2,19;CE;Fortaleza;Nordeste
2005 Nov;2,2;CE;Fortaleza;Nordeste
2005 Dec;2,21;CE;Fortaleza;Nordeste
2006 Jan;1,9;CE;Fortaleza;Nordeste
2006 Feb;1,17;CE;Fortaleza;Nordeste
2006 Mar;1,42;CE;Fortaleza;Nordeste
2006 Apr;1,43;CE;Fortaleza;Nordeste
2006 May;1,15;CE;Fortaleza;Nordeste
2006 Jun;1,89;CE;Fortaleza;Nordeste
2006 Jul;1,09;CE;Fortaleza;Nordeste
2006 Aug;1,9;CE;Fortaleza;Nordeste
2006 Sep;1,07;CE;Fortaleza;Nordeste
2006 Oct;1,58;CE;Fortaleza;Nordeste
2006 Nov;1,29;CE;Fortaleza;Nordeste
2006 Dec;1,93;CE;Fortaleza;Nordeste
2007 Jan;1,5;CE;Fortaleza;Nordeste
2007 Feb;1,01;CE;Fortaleza;Nordeste
2007 Mar;1,09;CE;Fortaleza;Nordeste
2007 Apr;1,37;CE;Fortaleza;Nordeste
2007 May;1,43;CE;Fortaleza;Nordeste
2007 Jun;1,28;CE;Fortaleza;Nordeste
2007 Jul;1,7;CE;Fortaleza;Nordeste
2007 Aug;1,48;CE;Fortaleza;Nordeste
2007 Sep;1,35;CE;Fortaleza;Nordeste
2007 Oct;1,07;CE;Fortaleza;Nordeste
2007 Nov;1,18;CE;Fortaleza;Nordeste
2007 Dec;2,07;CE;Fortaleza;Nordeste
2008 Jan;1,17;CE;Fortaleza;Nordeste
2008 Feb;1,29;CE;Fortaleza;Nordeste
2008 Mar;1,06;CE;Fortaleza;Nordeste
2008 Apr;1,21;CE;Fortaleza;Nordeste
2008 May;1,42;CE;Fortaleza;Nordeste
2008 Jun;1,61;CE;Fortaleza;Nordeste
2008 Jul;1,14;CE;Fortaleza;Nordeste
2008 Aug;1,37;CE;Fortaleza;Nordeste
2008 Sep;1,65;CE;Fortaleza;Nordeste
2008 Oct;1,65;CE;Fortaleza;Nordeste
2008 Nov;0,69;CE;Fortaleza;Nordeste
2008 Dec;1,81;CE;Fortaleza;Nordeste
2009 Jan;1,11;CE;Fortaleza;Nordeste
2009 Feb;1,31;CE;Fortaleza;Nordeste
2009 Mar;0,93;CE;Fortaleza;Nordeste
2009 Apr;1,17;CE;Fortaleza;Nordeste
2009 May;0,92;CE;Fortaleza;Nordeste
2009 Jun;0,94;CE;Fortaleza;Nordeste
2009 Jul;1,39;CE;Fortaleza;Nordeste
2009 Aug;1,96;CE;Fortaleza;Nordeste
2009 Sep;0,76;CE;Fortaleza;Nordeste
2009 Oct;1,47;CE;Fortaleza;Nordeste
2009 Nov;1,23;CE;Fortaleza;Nordeste
2009 Dec;1,54;CE;Fortaleza;Nordeste
2010 Jan;0,88;CE;Fortaleza;Nordeste
2010 Feb;1,64;CE;Fortaleza;Nordeste
2010 Mar;1,4;CE;Fortaleza;Nordeste
2010 Apr;1,7;CE;Fortaleza;Nordeste
2010 May;1,33;CE;Fortaleza;Nordeste
2010 Jun;1,34;CE;Fortaleza;Nordeste
2010 Jul;1,3;CE;Fortaleza;Nordeste
2010 Aug;1,39;CE;Fortaleza;Nordeste
2010 Sep;1,55;CE;Fortaleza;Nordeste
2010 Oct;1,16;CE;Fortaleza;Nordeste
2010 Nov;0,98;CE;Fortaleza;Nordeste
2010 Dec;1,66;CE;Fortaleza;Nordeste
2011 Jan;1,22;CE;Fortaleza;Nordeste
2011 Feb;1,57;CE;Fortaleza;Nordeste
2011 Mar;0,99;CE;Fortaleza;Nordeste
2011 Apr;1,54;CE;Fortaleza;Nordeste
2011 May;1,38;CE;Fortaleza;Nordeste
2011 Jun;1,62;CE;Fortaleza;Nordeste
2011 Jul;1,63;CE;Fortaleza;Nordeste
2011 Aug;1,96;CE;Fortaleza;Nordeste
2011 Sep;0,98;CE;Fortaleza;Nordeste
2011 Oct;1,32;CE;Fortaleza;Nordeste
2011 Nov;1,21;CE;Fortaleza;Nordeste
2011 Dec;1,98;CE;Fortaleza;Nordeste
2012 Jan;1,39;CE;Fortaleza;Nordeste
2012 Feb;1,47;CE;Fortaleza;Nordeste
2012 Mar;1,69;CE;Fortaleza;Nordeste
2012 Apr;1,3;CE;Fortaleza;Nordeste
2012 May;0,98;CE;Fortaleza;Nordeste
2012 Jun;1,32;CE;Fortaleza;Nordeste
2012 Jul;1,41;CE;Fortaleza;Nordeste
2012 Aug;1,16;CE;Fortaleza;Nordeste
2012 Sep;1,47;CE;Fortaleza;Nordeste
2012 Oct;1,27;CE;Fortaleza;Nordeste
2012 Nov;0,95;CE;Fortaleza;Nordeste
2012 Dec;1,51;CE;Fortaleza;Nordeste
2013 Jan;1,36;CE;Fortaleza;Nordeste
2013 Feb;1,21;CE;Fortaleza;Nordeste
2013 Mar;1,3;CE;Fortaleza;Nordeste
2013 Apr;1,16;CE;Fortaleza;Nordeste
2013 May;1,5;CE;Fortaleza;Nordeste
2013 Jun;1,49;CE;Fortaleza;Nordeste
2013 Jul;1,48;CE;Fortaleza;Nordeste
