month;mort_pad_att;UF;capital;regiao
2005 Jun;1,66;AM;Manaus;Norte
2005 Jul;1,6;AM;Manaus;Norte
2005 Aug;1,63;AM;Manaus;Norte
2005 Sep;1,32;AM;Manaus;Norte
2005 Oct;2,06;AM;Manaus;Norte
2005 Nov;1,82;AM;Manaus;Norte
2005 Dec;1,6;AM;Manaus;Norte
2006 Jan;1,12;AM;Manaus;Norte
2006 Feb;1,23;AM;Manaus;Norte
2006 Mar;1,53;AM;Manaus;Norte
2006 Apr;1,43;AM;Manaus;Norte
2006 May;1,02;AM;Manaus;Norte
2006 Jun;1,55;AM;Manaus;Norte
2006 Jul;2,15;AM;Manaus;Norte
2006 Aug;2,02;AM;Manaus;Norte
2006 Sep;2,9;AM;Manaus;Norte
2006 Oct;2,09;AM;Manaus;Norte
2006 Nov;2,3;AM;Manaus;Norte
2006 Dec;2,37;AM;Manaus;Norte
2007 Jan;0,89;AM;Manaus;Norte
2007 Feb;2,27;AM;Manaus;Norte
2007 Mar;1,38;AM;Manaus;Norte
2007 Apr;1,37;AM;Manaus;Norte
2007 May;1,61;AM;Manaus;Norte
2007 Jun;1,63;AM;Manaus;Norte
2007 Jul;1,71;AM;Manaus;Norte
2007 Aug;1,8;AM;Manaus;Norte
2007 Sep;2,02;AM;Manaus;Norte
2007 Oct;1,25;AM;Manaus;Norte
2007 Nov;0,48;AM;Manaus;Norte
2007 Dec;1,74;AM;Manaus;Norte
2008 Jan;1,14;AM;Manaus;Norte
2008 Feb;1,37;AM;Manaus;Norte
2008 Mar;1,48;AM;Manaus;Norte
2008 Apr;1,06;AM;Manaus;Norte
2008 May;2,05;AM;Manaus;Norte
2008 Jun;0,66;AM;Manaus;Norte
2008 Jul;1,32;AM;Manaus;Norte
2008 Aug;2,04;AM;Manaus;Norte
2008 Sep;1,65;AM;Manaus;Norte
2008 Oct;1,07;AM;Manaus;Norte
2008 Nov;1,65;AM;Manaus;Norte
2008 Dec;1,46;AM;Manaus;Norte
2009 Jan;0,94;AM;Manaus;Norte
2009 Feb;1,22;AM;Manaus;Norte
2009 Mar;1,42;AM;Manaus;Norte
2009 Apr;0,7;AM;Manaus;Norte
2009 May;1,67;AM;Manaus;Norte
2009 Jun;1,18;AM;Manaus;Norte
2009 Jul;0,97;AM;Manaus;Norte
2009 Aug;1,45;AM;Manaus;Norte
2009 Sep;1,43;AM;Manaus;Norte
2009 Oct;1,22;AM;Manaus;Norte
2009 Nov;1,12;AM;Manaus;Norte
2009 Dec;0,8;AM;Manaus;Norte
2010 Jan;1,1;AM;Manaus;Norte
2010 Feb;1,07;AM;Manaus;Norte
2010 Mar;1,44;AM;Manaus;Norte
2010 Apr;1,37;AM;Manaus;Norte
2010 May;1,61;AM;Manaus;Norte
2010 Jun;1,3;AM;Manaus;Norte
2010 Jul;2,15;AM;Manaus;Norte
2010 Aug;2,12;AM;Manaus;Norte
2010 Sep;1,75;AM;Manaus;Norte
2010 Oct;1,81;AM;Manaus;Norte
2010 Nov;2,15;AM;Manaus;Norte
2010 Dec;2,68;AM;Manaus;Norte
2011 Jan;2,39;AM;Manaus;Norte
2011 Feb;1,12;AM;Manaus;Norte
2011 Mar;1,86;AM;Manaus;Norte
2011 Apr;1,48;AM;Manaus;Norte
2011 May;1,72;AM;Manaus;Norte
2011 Jun;1,43;AM;Manaus;Norte
2011 Jul;2,16;AM;Manaus;Norte
2011 Aug;1,6;AM;Manaus;Norte
2011 Sep;1,46;AM;Manaus;Norte
2011 Oct;2,6;AM;Manaus;Norte
2011 Nov;1,03;AM;Manaus;Norte
2011 Dec;2,58;AM;Manaus;Norte
2012 Jan;1,18;AM;Manaus;Norte
2012 Feb;1,99;AM;Manaus;Norte
2012 Mar;1,15;AM;Manaus;Norte
2012 Apr;1,44;AM;Manaus;Norte
2012 May;1,51;AM;Manaus;Norte
2012 Jun;1,14;AM;Manaus;Norte
2012 Jul;1,46;AM;Manaus;Norte
2012 Aug;1,51;AM;Manaus;Norte
2012 Sep;1,23;AM;Manaus;Norte
2012 Oct;1,65;AM;Manaus;Norte
2012 Nov;1,63;AM;Manaus;Norte
2012 Dec;1,12;AM;Manaus;Norte
2013 Jan;0,96;AM;Manaus;Norte
2013 Feb;1,05;AM;Manaus;Norte
2013 Mar;1,34;AM;Manaus;Norte
2013 Apr;1,3;AM;Manaus;Norte
2013 May;1,42;AM;Manaus;Norte
2013 Jun;0,93;AM;Manaus;Norte
2013 Jul;1,45;AM;Manaus;Norte
2013 Aug;2,35;AM;Manaus;Norte
2013 Sep;1,4;AM;Manaus;Norte
2013 Oct;1,91;AM;Manaus;Norte
2013 Nov;1,84;AM;Manaus;Norte
2013 Dec;1,15;AM;Manaus;Norte
2014 Jan;0,97;AM;Manaus;Norte
2014 Feb;0,83;AM;Manaus;Norte
2014 Mar;2,28;AM;Manaus;Norte
2014 Apr;1,6;AM;Manaus;Norte
2014 May;1,43;AM;Manaus;Norte
2014 Jun;1,32;AM;Manaus;Norte
2014 Jul;1,2;AM;Manaus;Norte
2014 Aug;1;AM;Manaus;Norte
2014 Sep;1,89;AM;Manaus;Norte
2014 Oct;1,65;AM;Manaus;Norte
2014 Nov;1,23;AM;Manaus;Norte
2014 Dec;0,79;AM;Manaus;Norte
2015 Jan;0,86;AM;Manaus;Norte
2015 Feb;1,8;AM;Manaus;Norte
2015 Mar;1,28;AM;Manaus;Norte
2015 Apr;1,17;AM;Manaus;Norte
2015 May;1,07;AM;Manaus;Norte
2015 Jun;1,09;AM;Manaus;Norte
2015 Jul;1,25;AM;Manaus;Norte
2015 Aug;1,59;AM;Manaus;Norte
2015 Sep;1,08;AM;Manaus;Norte
2015 Oct;1,76;AM;Manaus;Norte
2015 Nov;0,98;AM;Manaus;Norte
2015 Dec;1,36;AM;Manaus;Norte
2016 Jan;1,37;AM;Manaus;Norte
2016 Feb;0,96;AM;Manaus;Norte
2016 Mar;0,89;AM;Manaus;Norte
2016 Apr;1,07;AM;Manaus;Norte
2016 May;0,7;AM;Manaus;Norte
2016 Jun;1,05;AM;Manaus;Norte
2016 Jul;1,39;AM;Manaus;Norte
2016 Aug;1,29;AM;Manaus;Norte
2016 Sep;1,4;AM;Manaus;Norte
2016 Oct;1,35;AM;Manaus;Norte
2016 Nov;0,69;AM;Manaus;Norte
2016 Dec;0,97;AM;Manaus;Norte
2017 Jan;1,28;AM;Manaus;Norte
2017 Feb;0,51;AM;Manaus;Norte
2017 Mar;1,17;AM;Manaus;Norte
2017 Apr;1,05;AM;Manaus;Norte
2017 May;0,99;AM;Manaus;Norte
2017 Jun;0,71;AM;Manaus;Norte
2017 Jul;0,89;AM;Manaus;Norte
2017 Aug;0,96;AM;Manaus;Norte
2017 Sep;1,09;AM;Manaus;Norte
2017 Oct;1,29;AM;Manaus;Norte
2017 Nov;0,96;AM;Manaus;Norte
2017 Dec;1,18;AM;Manaus;Norte
2018 Jan;1,21;AM;Manaus;Norte
2018 Feb;1,12;AM;Manaus;Norte
2018 Mar;0,7;AM;Manaus;Norte
2018 Apr;1;AM;Manaus;Norte
2018 May;0,96;AM;Manaus;Norte
2018 Jun;1,02;AM;Manaus;Norte
2018 Jul;1,01;AM;Manaus;Norte
2018 Aug;1,39;AM;Manaus;Norte
2018 Sep;0,96;AM;Manaus;Norte
2018 Oct;0,87;AM;Manaus;Norte
2018 Nov;1,03;AM;Manaus;Norte
2018 Dec;1,33;AM;Manaus;Norte
2019 Jan;1,06;AM;Manaus;Norte
2019 Feb;0,69;AM;Manaus;Norte
2019 Mar;0,98;AM;Manaus;Norte
2019 Apr;0,99;AM;Manaus;Norte
2019 May;0,73;AM;Manaus;Norte
2019 Jun;1,45;AM;Manaus;Norte
2019 Jul;0,83;AM;Manaus;Norte
2019 Aug;0,91;AM;Manaus;Norte
2019 Sep;1,18;AM;Manaus;Norte
2019 Oct;1,08;AM;Manaus;Norte
2019 Nov;0,92;AM;Manaus;Norte
2019 Dec;1,23;AM;Manaus;Norte
2020 Jan;0,79;AM;Manaus;Norte
2020 Feb;0,88;AM;Manaus;Norte
2020 Mar;0,83;AM;Manaus;Norte
2020 Apr;0,53;AM;Manaus;Norte
2020 May;1,1;AM;Manaus;Norte
2020 Jun;0,94;AM;Manaus;Norte
2020 Jul;0,89;AM;Manaus;Norte
2020 Aug;0,9;AM;Manaus;Norte
2020 Sep;1,77;AM;Manaus;Norte
2020 Oct;1,03;AM;Manaus;Norte
2020 Nov;1,07;AM;Manaus;Norte
2020 Dec;1,09;AM;Manaus;Norte
2000 Jan;3,58;RR;Boa Vista;Norte
2000 Feb;5,27;RR;Boa Vista;Norte
2000 Mar;5,03;RR;Boa Vista;Norte
2000 Apr;2,6;RR;Boa Vista;Norte
2000 May;2,73;RR;Boa Vista;Norte
2000 Jun;5,29;RR;Boa Vista;Norte
2000 Jul;6,59;RR;Boa Vista;Norte
2000 Aug;4,06;RR;Boa Vista;Norte
2000 Sep;5,41;RR;Boa Vista;Norte
2000 Oct;2,38;RR;Boa Vista;Norte
2000 Nov;2,66;RR;Boa Vista;Norte
2000 Dec;5,1;RR;Boa Vista;Norte
2001 Jan;6,27;RR;Boa Vista;Norte
2001 Feb;4,28;RR;Boa Vista;Norte
2001 Mar;5,34;RR;Boa Vista;Norte
2001 Apr;3,99;RR;Boa Vista;Norte
2001 May;3,39;RR;Boa Vista;Norte
2001 Jun;4,4;RR;Boa Vista;Norte
2001 Jul;2,53;RR;Boa Vista;Norte
2001 Aug;4,89;RR;Boa Vista;Norte
2001 Sep;6,41;RR;Boa Vista;Norte
2001 Oct;4,1;RR;Boa Vista;Norte
2001 Nov;2,68;RR;Boa Vista;Norte
2001 Dec;3,12;RR;Boa Vista;Norte
2002 Jan;4,98;RR;Boa Vista;Norte
2002 Feb;4,54;RR;Boa Vista;Norte
2002 Mar;5,13;RR;Boa Vista;Norte
2002 Apr;4,87;RR;Boa Vista;Norte
2002 May;2,45;RR;Boa Vista;Norte
2002 Jun;7,08;RR;Boa Vista;Norte
2002 Jul;3,02;RR;Boa Vista;Norte
2002 Aug;5,23;RR;Boa Vista;Norte
2002 Sep;5,09;RR;Boa Vista;Norte
2002 Oct;6,69;RR;Boa Vista;Norte
2002 Nov;5,68;RR;Boa Vista;Norte
2002 Dec;2,39;RR;Boa Vista;Norte
2003 Jan;4,65;RR;Boa Vista;Norte
2003 Feb;0,31;RR;Boa Vista;Norte
2003 Mar;2,61;RR;Boa Vista;Norte
2003 Apr;2,09;RR;Boa Vista;Norte
2003 May;3,69;RR;Boa Vista;Norte
2003 Jun;0,97;RR;Boa Vista;Norte
2003 Jul;2,22;RR;Boa Vista;Norte
2003 Aug;2,55;RR;Boa Vista;Norte
2003 Sep;0;RR;Boa Vista;Norte
2003 Oct;2,99;RR;Boa Vista;Norte
2003 Nov;3,55;RR;Boa Vista;Norte
2003 Dec;0,31;RR;Boa Vista;Norte
2004 Jan;1,43;RR;Boa Vista;Norte
2004 Feb;2,96;RR;Boa Vista;Norte
2004 Mar;3;RR;Boa Vista;Norte
2004 Apr;1,41;RR;Boa Vista;Norte
2004 May;0;RR;Boa Vista;Norte
2004 Jun;4,08;RR;Boa Vista;Norte
2004 Jul;1,1;RR;Boa Vista;Norte
2004 Aug;0,7;RR;Boa Vista;Norte
2004 Sep;4,23;RR;Boa Vista;Norte
2004 Oct;2,86;RR;Boa Vista;Norte
2004 Nov;1,97;RR;Boa Vista;Norte
2004 Dec;2,41;RR;Boa Vista;Norte
2005 Jan;0,39;RR;Boa Vista;Norte
2005 Feb;0,9;RR;Boa Vista;Norte
2005 Mar;1,68;RR;Boa Vista;Norte
2005 Apr;2,64;RR;Boa Vista;Norte
2005 May;3,13;RR;Boa Vista;Norte
2005 Jun;3,15;RR;Boa Vista;Norte
2005 Jul;5,23;RR;Boa Vista;Norte
2005 Aug;2,79;RR;Boa Vista;Norte
2005 Sep;3,06;RR;Boa Vista;Norte
2005 Oct;3,16;RR;Boa Vista;Norte
2005 Nov;2,95;RR;Boa Vista;Norte
2005 Dec;5,93;RR;Boa Vista;Norte
2006 Jan;1,36;RR;Boa Vista;Norte
2006 Feb;1,87;RR;Boa Vista;Norte
2006 Mar;2,35;RR;Boa Vista;Norte
2006 Apr;0,96;RR;Boa Vista;Norte
2006 May;4,56;RR;Boa Vista;Norte
2006 Jun;2,43;RR;Boa Vista;Norte
2006 Jul;3,31;RR;Boa Vista;Norte
2006 Aug;2,34;RR;Boa Vista;Norte
2006 Sep;2,63;RR;Boa Vista;Norte
2006 Oct;3,8;RR;Boa Vista;Norte
2006 Nov;2,37;RR;Boa Vista;Norte
2006 Dec;6,53;RR;Boa Vista;Norte
2007 Jan;2,34;RR;Boa Vista;Norte
2007 Feb;1,73;RR;Boa Vista;Norte
2007 Mar;3,53;RR;Boa Vista;Norte
2007 Apr;5,54;RR;Boa Vista;Norte
2007 May;4,52;RR;Boa Vista;Norte
2007 Jun;4,02;RR;Boa Vista;Norte
2007 Jul;7,27;RR;Boa Vista;Norte
2007 Aug;2,97;RR;Boa Vista;Norte
2007 Sep;1,86;RR;Boa Vista;Norte
2007 Oct;2,55;RR;Boa Vista;Norte
2007 Nov;3,81;RR;Boa Vista;Norte
2007 Dec;8,33;RR;Boa Vista;Norte
2008 Jan;4,57;RR;Boa Vista;Norte
2008 Feb;3,03;RR;Boa Vista;Norte
2008 Mar;4,69;RR;Boa Vista;Norte
2008 Apr;1,92;RR;Boa Vista;Norte
2008 May;2,34;RR;Boa Vista;Norte
2008 Jun;1,18;RR;Boa Vista;Norte
2008 Jul;1,33;RR;Boa Vista;Norte
2008 Aug;4,62;RR;Boa Vista;Norte
2008 Sep;3,31;RR;Boa Vista;Norte
2008 Oct;1,4;RR;Boa Vista;Norte
2008 Nov;4,57;RR;Boa Vista;Norte
2008 Dec;3,67;RR;Boa Vista;Norte
2009 Jan;4,74;RR;Boa Vista;Norte
2009 Feb;1,33;RR;Boa Vista;Norte
2009 Mar;2,04;RR;Boa Vista;Norte
2009 Apr;2,63;RR;Boa Vista;Norte
2009 May;5,54;RR;Boa Vista;Norte
2009 Jun;4,78;RR;Boa Vista;Norte
2009 Jul;2,21;RR;Boa Vista;Norte
2009 Aug;2,24;RR;Boa Vista;Norte
2009 Sep;0,28;RR;Boa Vista;Norte
2009 Oct;4,01;RR;Boa Vista;Norte
2009 Nov;2,19;RR;Boa Vista;Norte
2009 Dec;3,39;RR;Boa Vista;Norte
2010 Jan;3,34;RR;Boa Vista;Norte
2010 Feb;3,65;RR;Boa Vista;Norte
2010 Mar;4,31;RR;Boa Vista;Norte
2010 Apr;1,55;RR;Boa Vista;Norte
2010 May;2,81;RR;Boa Vista;Norte
2010 Jun;5,67;RR;Boa Vista;Norte
2010 Jul;1,4;RR;Boa Vista;Norte
2010 Aug;1,39;RR;Boa Vista;Norte
2010 Sep;3,54;RR;Boa Vista;Norte
2010 Oct;5,1;RR;Boa Vista;Norte
2010 Nov;4,51;RR;Boa Vista;Norte
2010 Dec;3,69;RR;Boa Vista;Norte
2011 Jan;3,68;RR;Boa Vista;Norte
2011 Feb;3,27;RR;Boa Vista;Norte
2011 Mar;3,56;RR;Boa Vista;Norte
2011 Apr;2,41;RR;Boa Vista;Norte
2011 May;2,1;RR;Boa Vista;Norte
2011 Jun;2,17;RR;Boa Vista;Norte
2011 Jul;1,53;RR;Boa Vista;Norte
2011 Aug;5,96;RR;Boa Vista;Norte
2011 Sep;4,35;RR;Boa Vista;Norte
2011 Oct;1,65;RR;Boa Vista;Norte
2011 Nov;3,02;RR;Boa Vista;Norte
2011 Dec;2,25;RR;Boa Vista;Norte
2012 Jan;4,45;RR;Boa Vista;Norte
2012 Feb;4,11;RR;Boa Vista;Norte
2012 Mar;2,56;RR;Boa Vista;Norte
2012 Apr;2,47;RR;Boa Vista;Norte
2012 May;2,1;RR;Boa Vista;Norte
2012 Jun;3,54;RR;Boa Vista;Norte
2012 Jul;1,15;RR;Boa Vista;Norte
2012 Aug;2,18;RR;Boa Vista;Norte
2012 Sep;3,3;RR;Boa Vista;Norte
2012 Oct;3,49;RR;Boa Vista;Norte
2012 Nov;2,96;RR;Boa Vista;Norte
2012 Dec;2,5;RR;Boa Vista;Norte
2013 Jan;2,27;RR;Boa Vista;Norte
2013 Feb;2,9;RR;Boa Vista;Norte
2013 Mar;2,77;RR;Boa Vista;Norte
2013 Apr;3,37;RR;Boa Vista;Norte
2013 May;7,96;RR;Boa Vista;Norte
2013 Jun;2,11;RR;Boa Vista;Norte
2013 Jul;2,48;RR;Boa Vista;Norte
2013 Aug;0,83;RR;Boa Vista;Norte
2013 Sep;1,41;RR;Boa Vista;Norte
2013 Oct;2,05;RR;Boa Vista;Norte
2013 Nov;2,71;RR;Boa Vista;Norte
2013 Dec;3,56;RR;Boa Vista;Norte
2014 Jan;5,93;RR;Boa Vista;Norte
2014 Feb;2,62;RR;Boa Vista;Norte
2014 Mar;2,78;RR;Boa Vista;Norte
2014 Apr;2,59;RR;Boa Vista;Norte
2014 May;3,61;RR;Boa Vista;Norte
2014 Jun;2,87;RR;Boa Vista;Norte
2014 Jul;1,42;RR;Boa Vista;Norte
2014 Aug;3,69;RR;Boa Vista;Norte
2014 Sep;1,88;RR;Boa Vista;Norte
2014 Oct;1,8;RR;Boa Vista;Norte
2014 Nov;1,89;RR;Boa Vista;Norte
2014 Dec;1,13;RR;Boa Vista;Norte
2015 Jan;3,87;RR;Boa Vista;Norte
2015 Feb;1,76;RR;Boa Vista;Norte
2015 Mar;3,97;RR;Boa Vista;Norte
2015 Apr;1,67;RR;Boa Vista;Norte
2015 May;2,02;RR;Boa Vista;Norte
2015 Jun;1,67;RR;Boa Vista;Norte
2015 Jul;2,47;RR;Boa Vista;Norte
2015 Aug;2,38;RR;Boa Vista;Norte
2015 Sep;0;RR;Boa Vista;Norte
2015 Oct;6,06;RR;Boa Vista;Norte
2015 Nov;2,97;RR;Boa Vista;Norte
2015 Dec;4,21;RR;Boa Vista;Norte
2016 Jan;1,09;RR;Boa Vista;Norte
2016 Feb;2,43;RR;Boa Vista;Norte
2016 Mar;4,8;RR;Boa Vista;Norte
2016 Apr;1,44;RR;Boa Vista;Norte
2016 May;0,35;RR;Boa Vista;Norte
2016 Jun;2,54;RR;Boa Vista;Norte
2016 Jul;1,32;RR;Boa Vista;Norte
2016 Aug;3,85;RR;Boa Vista;Norte
2016 Sep;2,1;RR;Boa Vista;Norte
2016 Oct;1,64;RR;Boa Vista;Norte
2016 Nov;1,29;RR;Boa Vista;Norte
2016 Dec;1,02;RR;Boa Vista;Norte
2017 Jan;2,55;RR;Boa Vista;Norte
2017 Feb;0,75;RR;Boa Vista;Norte
2017 Mar;1,82;RR;Boa Vista;Norte
2017 Apr;1,82;RR;Boa Vista;Norte
2017 May;2,5;RR;Boa Vista;Norte
2017 Jun;0,73;RR;Boa Vista;Norte
2017 Jul;2,99;RR;Boa Vista;Norte
2017 Aug;2,57;RR;Boa Vista;Norte
2017 Sep;2,66;RR;Boa Vista;Norte
2017 Oct;1,88;RR;Boa Vista;Norte
2017 Nov;5,03;RR;Boa Vista;Norte
2017 Dec;2,11;RR;Boa Vista;Norte
2018 Jan;1,74;RR;Boa Vista;Norte
2018 Feb;1,73;RR;Boa Vista;Norte
2018 Mar;2,41;RR;Boa Vista;Norte
2018 Apr;0,99;RR;Boa Vista;Norte
2018 May;1,59;RR;Boa Vista;Norte
2018 Jun;1,14;RR;Boa Vista;Norte
2018 Jul;0;RR;Boa Vista;Norte
2018 Aug;1,77;RR;Boa Vista;Norte
2018 Sep;0,48;RR;Boa Vista;Norte
2018 Oct;2,62;RR;Boa Vista;Norte
2018 Nov;1,2;RR;Boa Vista;Norte
2018 Dec;0,8;RR;Boa Vista;Norte
2019 Jan;1,95;RR;Boa Vista;Norte
2019 Feb;0,64;RR;Boa Vista;Norte
2019 Mar;2,68;RR;Boa Vista;Norte
2019 Apr;1,35;RR;Boa Vista;Norte
2019 May;0,94;RR;Boa Vista;Norte
2019 Jun;1,76;RR;Boa Vista;Norte
2019 Jul;1,26;RR;Boa Vista;Norte
2019 Aug;1,71;RR;Boa Vista;Norte
2019 Sep;1,18;RR;Boa Vista;Norte
2019 Oct;2,27;RR;Boa Vista;Norte
2019 Nov;1,65;RR;Boa Vista;Norte
2019 Dec;1,61;RR;Boa Vista;Norte
2020 Jan;2,85;RR;Boa Vista;Norte
2020 Feb;2,08;RR;Boa Vista;Norte
2020 Mar;0,68;RR;Boa Vista;Norte
2020 Apr;1,14;RR;Boa Vista;Norte
2020 May;2,32;RR;Boa Vista;Norte
2020 Jun;2,06;RR;Boa Vista;Norte
2020 Jul;1,24;RR;Boa Vista;Norte
2020 Aug;2,24;RR;Boa Vista;Norte
2020 Sep;1,59;RR;Boa Vista;Norte
2020 Oct;0,41;RR;Boa Vista;Norte
2020 Nov;0,97;RR;Boa Vista;Norte
2020 Dec;1,79;RR;Boa Vista;Norte
2000 Jan;0,86;PA;Belem;Norte
2000 Feb;1,19;PA;Belem;Norte
2000 Mar;1,46;PA;Belem;Norte
2000 Apr;1,11;PA;Belem;Norte
2000 May;1,68;PA;Belem;Norte
2000 Jun;1,46;PA;Belem;Norte
2000 Jul;0,77;PA;Belem;Norte
2000 Aug;1,19;PA;Belem;Norte
2000 Sep;1,59;PA;Belem;Norte
2000 Oct;0,81;PA;Belem;Norte
2000 Nov;0,75;PA;Belem;Norte
2000 Dec;0,94;PA;Belem;Norte
2001 Jan;0,59;PA;Belem;Norte
2001 Feb;1,18;PA;Belem;Norte
2001 Mar;1,26;PA;Belem;Norte
2001 Apr;0,86;PA;Belem;Norte
2001 May;1,5;PA;Belem;Norte
2001 Jun;1,66;PA;Belem;Norte
2001 Jul;1,37;PA;Belem;Norte
2001 Aug;1,06;PA;Belem;Norte
2001 Sep;0,76;PA;Belem;Norte
2001 Oct;0,64;PA;Belem;Norte
2001 Nov;0,98;PA;Belem;Norte
2001 Dec;1,41;PA;Belem;Norte
2002 Jan;1,01;PA;Belem;Norte
2002 Feb;0,6;PA;Belem;Norte
2002 Mar;1,06;PA;Belem;Norte
2002 Apr;1,46;PA;Belem;Norte
2002 May;1,11;PA;Belem;Norte
2002 Jun;1,06;PA;Belem;Norte
2002 Jul;1,25;PA;Belem;Norte
2002 Aug;1,32;PA;Belem;Norte
2002 Sep;1,04;PA;Belem;Norte
2002 Oct;0,89;PA;Belem;Norte
2002 Nov;0,73;PA;Belem;Norte
2002 Dec;1,08;PA;Belem;Norte
2003 Jan;1,44;PA;Belem;Norte
2003 Feb;0,96;PA;Belem;Norte
2003 Mar;1,72;PA;Belem;Norte
2003 Apr;0,85;PA;Belem;Norte
2003 May;1,43;PA;Belem;Norte
2003 Jun;1,33;PA;Belem;Norte
2003 Jul;1,18;PA;Belem;Norte
2003 Aug;0,96;PA;Belem;Norte
2003 Sep;1,03;PA;Belem;Norte
2003 Oct;1,94;PA;Belem;Norte
2003 Nov;0,68;PA;Belem;Norte
2003 Dec;1,62;PA;Belem;Norte
2004 Jan;1,45;PA;Belem;Norte
2004 Feb;0,74;PA;Belem;Norte
2004 Mar;1,13;PA;Belem;Norte
2004 Apr;0,63;PA;Belem;Norte
2004 May;1,2;PA;Belem;Norte
2004 Jun;1,39;PA;Belem;Norte
2004 Jul;0,79;PA;Belem;Norte
2004 Aug;1,09;PA;Belem;Norte
2004 Sep;0,98;PA;Belem;Norte
2004 Oct;0,71;PA;Belem;Norte
2004 Nov;0,57;PA;Belem;Norte
2004 Dec;0,51;PA;Belem;Norte
2005 Jan;1;PA;Belem;Norte
2005 Feb;0,86;PA;Belem;Norte
2005 Mar;1,21;PA;Belem;Norte
2005 Apr;0,94;PA;Belem;Norte
2005 May;0,86;PA;Belem;Norte
2005 Jun;0,49;PA;Belem;Norte
2005 Jul;0,95;PA;Belem;Norte
2005 Aug;1,01;PA;Belem;Norte
2005 Sep;1,15;PA;Belem;Norte
2005 Oct;1,35;PA;Belem;Norte
2005 Nov;1,16;PA;Belem;Norte
2005 Dec;1,03;PA;Belem;Norte
2006 Jan;1,39;PA;Belem;Norte
2006 Feb;0,65;PA;Belem;Norte
2006 Mar;1,15;PA;Belem;Norte
2006 Apr;1,31;PA;Belem;Norte
2006 May;0,63;PA;Belem;Norte
2006 Jun;1,37;PA;Belem;Norte
2006 Jul;1,04;PA;Belem;Norte
2006 Aug;0,89;PA;Belem;Norte
2006 Sep;0,6;PA;Belem;Norte
2006 Oct;1,44;PA;Belem;Norte
2006 Nov;1,27;PA;Belem;Norte
2006 Dec;1,36;PA;Belem;Norte
2007 Jan;1,32;PA;Belem;Norte
2007 Feb;0,47;PA;Belem;Norte
2007 Mar;1,22;PA;Belem;Norte
2007 Apr;0,99;PA;Belem;Norte
2007 May;0,58;PA;Belem;Norte
2007 Jun;0,75;PA;Belem;Norte
2007 Jul;0,84;PA;Belem;Norte
2007 Aug;1,31;PA;Belem;Norte
2007 Sep;1;PA;Belem;Norte
2007 Oct;0,43;PA;Belem;Norte
2007 Nov;1,11;PA;Belem;Norte
2007 Dec;0,81;PA;Belem;Norte
2008 Jan;0,59;PA;Belem;Norte
2008 Feb;1,04;PA;Belem;Norte
2008 Mar;1,16;PA;Belem;Norte
2008 Apr;0,8;PA;Belem;Norte
2008 May;1,27;PA;Belem;Norte
2008 Jun;0,42;PA;Belem;Norte
2008 Jul;1,54;PA;Belem;Norte
2008 Aug;1,27;PA;Belem;Norte
2008 Sep;1,16;PA;Belem;Norte
2008 Oct;1,4;PA;Belem;Norte
2008 Nov;1,17;PA;Belem;Norte
2008 Dec;0,74;PA;Belem;Norte
2009 Jan;1,17;PA;Belem;Norte
2009 Feb;0,78;PA;Belem;Norte
2009 Mar;0,47;PA;Belem;Norte
2009 Apr;0,83;PA;Belem;Norte
2009 May;0,69;PA;Belem;Norte
2009 Jun;0,6;PA;Belem;Norte
2009 Jul;1,08;PA;Belem;Norte
2009 Aug;0,91;PA;Belem;Norte
2009 Sep;0,93;PA;Belem;Norte
2009 Oct;0,76;PA;Belem;Norte
2009 Nov;0,82;PA;Belem;Norte
2009 Dec;1,03;PA;Belem;Norte
2010 Jan;0,84;PA;Belem;Norte
2010 Feb;1,24;PA;Belem;Norte
2010 Mar;1,14;PA;Belem;Norte
2010 Apr;1,25;PA;Belem;Norte
2010 May;0,69;PA;Belem;Norte
2010 Jun;0,74;PA;Belem;Norte
2010 Jul;1,27;PA;Belem;Norte
2010 Aug;0,85;PA;Belem;Norte
2010 Sep;1;PA;Belem;Norte
2010 Oct;1,64;PA;Belem;Norte
2010 Nov;1,36;PA;Belem;Norte
2010 Dec;1,17;PA;Belem;Norte
2011 Jan;1,16;PA;Belem;Norte
2011 Feb;0,97;PA;Belem;Norte
2011 Mar;0,82;PA;Belem;Norte
2011 Apr;1,27;PA;Belem;Norte
2011 May;1,62;PA;Belem;Norte
2011 Jun;0,99;PA;Belem;Norte
2011 Jul;1,08;PA;Belem;Norte
2011 Aug;0,62;PA;Belem;Norte
2011 Sep;1,33;PA;Belem;Norte
2011 Oct;1,04;PA;Belem;Norte
2011 Nov;1,3;PA;Belem;Norte
2011 Dec;1,11;PA;Belem;Norte
2012 Jan;1,64;PA;Belem;Norte
2012 Feb;1,21;PA;Belem;Norte
2012 Mar;1,02;PA;Belem;Norte
2012 Apr;1,39;PA;Belem;Norte
2012 May;0,81;PA;Belem;Norte
2012 Jun;0,76;PA;Belem;Norte
2012 Jul;1,87;PA;Belem;Norte
2012 Aug;0,77;PA;Belem;Norte
2012 Sep;0,75;PA;Belem;Norte
2012 Oct;1,52;PA;Belem;Norte
2012 Nov;1,23;PA;Belem;Norte
2012 Dec;1,49;PA;Belem;Norte
2013 Jan;0,55;PA;Belem;Norte
2013 Feb;0,9;PA;Belem;Norte
